Pintu Masuk Wisman,,,,,,,,,,,,,
,Banyaknya Wisatawan Mancanegara Bulanan ke Bali Menurut Pintu Masuk (Orang),,,,,,,,,,,,
,2025,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Bandara Ngurah Rai,526831,444411,464697,587315,602055,637444,697068,-,-,-,-,-,-
Pelabuhan Laut,3066,6286,6154,3906,158,124,39,-,-,-,-,-,-
Jumlah,529897,450697,470851,591221,602213,637868,697107,-,-,-,-,-,-
