Pintu Masuk Wisman,,,,,,,,,,,,,
,Banyaknya Wisatawan Mancanegara Bulanan ke Bali Menurut Pintu Masuk (Orang),,,,,,,,,,,,
,2022,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Bandara Ngurah Rai,0,1293,14617,58315,115553,181545,246442,276627,291115,305152,287025,376361,2154045
Pelabuhan Laut,3,17,3,20,58,80,62,32,47,92,373,915,1702
Jumlah,3,1310,14620,58335,115611,181625,246504,276659,291162,305244,287398,377276,2155747
