Pintu Masuk Wisman,,,,,,,,,,,,,
,Banyaknya Wisatawan Mancanegara Bulanan ke Bali Menurut Pintu Masuk (Orang),,,,,,,,,,,,
,2020,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
Bandara Ngurah Rai,533392,358929,166388,273,34,10,16,12,8,7,2,127,1059198
Pelabuhan Laut,3219,5710,1073,106,2,35,0,0,0,56,51,23,10275
Jumlah,536611,364639,167461,379,36,45,16,12,8,63,53,150,1069473
